source,target,isSourceSelected,isTargetSelected,frequency
brisket,strawberry,0,0,0.0
brisket,sugar,0,0,80.0
brisket,sweetener,0,0,0.0
brisket,syrup,0,0,4.0
brisket,tabasco sauce,0,0,3.0
brisket,taco seasoning,0,0,1.0
brisket,taco seasoning mix,0,0,0.0
brisket,tahini,0,0,0.0
brisket,tarragon,0,0,0.0
brisket,tartar,0,0,0.0
brisket,tea,0,0,0.0
brisket,tenderloin,0,0,0.0
brisket,tenders,0,0,0.0
brisket,tequila,0,0,0.0
brisket,teriyaki sauce,0,0,1.0
brisket,thighs,0,0,0.0
brisket,thyme,0,0,18.0
brisket,tofu,0,0,0.0
brisket,tomato,0,0,25.0
brisket,tomato juice,0,0,2.0
brisket,tomato sauce,0,0,9.0
brisket,tomato soup,0,0,2.0
brisket,tortellini,0,0,0.0
brisket,tortillas,0,0,4.0
brisket,tuna,0,0,0.0
brisket,turkey,0,0,0.0
brisket,turmeric,0,0,0.0
brisket,turmeric powder,0,0,0.0
brisket,unsweetened cocoa powder,0,0,1.0
brisket,vanilla,0,0,0.0
brisket,vanilla essence,0,0,0.0
brisket,vanilla extract,0,0,0.0
brisket,vanilla ice cream,0,0,0.0
brisket,vanilla instant pudding mix,0,0,0.0
brisket,vegetable oil cooking spray,0,0,0.0
brisket,vegetable shortening,0,0,0.0
brisket,vegetable stock,0,0,0.0
brisket,vegetables,0,0,1.0
brisket,vermouth,0,0,0.0
brisket,vinegar,0,0,44.0
brisket,vodka,0,0,0.0
brisket,wafers,0,0,0.0
brisket,walnuts,0,0,0.0
brisket,water,0,0,55.0
brisket,watermelon,0,0,0.0
brisket,wedge,0,0,2.0
brisket,weed,0,0,0.0
brisket,wheat germ,0,0,0.0
brisket,whip,0,0,0.0
brisket,whipped cream,0,0,0.0
brisket,whipped topping,0,0,0.0
brisket,whipping cream,0,0,0.0
brisket,whiskey,0,0,3.0
brisket,white cake mix,0,0,0.0
brisket,wine,0,0,27.0
brisket,wings,0,0,0.0
brisket,worcestershire sauce,0,0,44.0
brisket,wrappers,0,0,0.0
brisket,yeast,0,0,0.0
brisket,yellow cake mix,0,0,0.0
brisket,yellow squash,0,0,0.0
brisket,yogurt,0,0,1.0
brisket,yolk,0,0,0.0
brisket,zest,0,0,3.0
brisket,zucchini,0,0,0.0
broccoli,broth,0,0,221.0
broccoli,browns,0,0,4.0
broccoli,buns,0,0,1.0
broccoli,butter,0,0,479.0
broccoli,buttermilk,0,0,1.0
broccoli,butternut squash,0,0,1.0
broccoli,cabbage,0,0,18.0
broccoli,cacao,0,0,0.0
broccoli,cajun seasoning,0,0,8.0
broccoli,cake,0,0,0.0
broccoli,candies,0,0,0.0
broccoli,capers,0,0,6.0
broccoli,capsicum,0,0,4.0
broccoli,cardamom,0,0,0.0
broccoli,carrot,0,0,228.0
broccoli,cashews,0,0,21.0
broccoli,catsup,0,0,0.0
broccoli,cauliflower,0,0,114.0
broccoli,cayenne,0,0,3.0
broccoli,celery,0,0,89.0
broccoli,cereal,0,0,0.0
broccoli,cheese,0,0,877.0
broccoli,cherry,0,0,1.0
broccoli,chestnuts,0,0,17.0
broccoli,chicken,0,0,78.0
broccoli,chicken bouillon cube,0,0,26.0
broccoli,chicken breast,0,0,64.0
broccoli,chicken pieces,0,0,0.0
broccoli,chicken stock,0,0,49.0
broccoli,chickpeas,0,0,11.0
broccoli,chile,0,0,1.0
broccoli,chili,0,0,9.0
broccoli,chili powder,0,0,14.0
broccoli,chili sauce,0,0,4.0
broccoli,chip,0,0,1.0
broccoli,chives,0,0,17.0
broccoli,chocolate,0,0,0.0
broccoli,chops,0,0,2.0
broccoli,choy,0,0,8.0
broccoli,chuck,0,0,0.0
broccoli,chunks,0,0,2.0
broccoli,chutney,0,0,0.0
broccoli,cider,0,0,0.0
broccoli,cilantro,0,0,20.0
broccoli,cilantro leaf,0,0,0.0
broccoli,cinnamon,0,0,4.0
broccoli,clams,0,0,0.0
broccoli,clove,0,0,360.0
broccoli,cocoa,0,0,0.0
broccoli,cocoa powder,0,0,0.0
broccoli,coconut,0,0,1.0
broccoli,coffee,0,0,0.0
broccoli,concentrate,0,0,2.0
broccoli,condensed cream of chicken soup,0,0,14.0
broccoli,condensed cream of mushroom soup,0,0,13.0
broccoli,cooked chicken breast,0,0,10.0
broccoli,cookies,0,0,0.0
broccoli,cooking spray,0,0,12.0
broccoli,coriander,0,0,13.0
broccoli,coriander leaf,0,0,0.0
broccoli,coriander powder,0,0,0.0
broccoli,corn,0,0,42.0
broccoli,corn flakes,0,0,3.0
broccoli,cornflour,0,0,3.0
broccoli,cornmeal,0,0,5.0
broccoli,cornstarch,0,0,92.0
broccoli,couscous,0,0,4.0
broccoli,crabmeat,0,0,4.0
broccoli,cracker,0,0,38.0
broccoli,cranberries,0,0,8.0
broccoli,cranberry juice,0,0,0.0
broccoli,cream,0,0,17.0
broccoli,cream of celery soup,0,0,21.0
broccoli,cream of chicken soup,0,0,61.0
broccoli,cream of mushroom soup,0,0,72.0
broccoli,creamer,0,0,1.0
broccoli,creole seasoning,0,0,1.0
broccoli,crisco,0,0,0.0
broccoli,crumb,0,0,8.0
broccoli,crushed red pepper flakes,0,0,41.0
broccoli,cucumber,0,0,14.0
broccoli,cumin,0,0,24.0
broccoli,cumin powder,0,0,0.0
broccoli,currants,0,0,2.0
broccoli,curry powder,0,0,38.0
broccoli,dates,0,0,0.0
broccoli,dill,0,0,18.0
broccoli,dogs,0,0,0.0
broccoli,dough,0,0,12.0
broccoli,dried italian seasoning,0,0,2.0
broccoli,dried onion flakes,0,0,12.0
broccoli,dried oregano leaf,0,0,2.0
broccoli,dried parsley flakes,0,0,2.0
broccoli,dried thyme leaf,0,0,2.0
broccoli,dry onion soup mix,0,0,1.0
broccoli,egg,0,0,202.0
broccoli,egg substitute,0,0,8.0
broccoli,egg white,0,0,17.0
broccoli,eggplant,0,0,4.0
broccoli,enchilada sauce,0,0,0.0
broccoli,espresso,0,0,0.0
broccoli,fat,0,0,0.0
broccoli,fat free sour cream,0,0,4.0
broccoli,feta,0,0,2.0
broccoli,fettuccine,0,0,15.0
broccoli,fillet,0,0,14.0
broccoli,filling,0,0,0.0
broccoli,fish sauce,0,0,9.0
broccoli,floret,0,0,3.0
broccoli,flour,0,0,269.0
broccoli,fraiche,0,0,1.0
broccoli,fresh basil leaf,0,0,10.0
broccoli,fresh cilantro leaf,0,0,0.0
broccoli,fresh lemon juice,0,0,41.0
broccoli,fresh lemon rind,0,0,0.0
broccoli,fresh lime juice,0,0,4.0
broccoli,fresh mint leaf,0,0,1.0
broccoli,fresh orange juice,0,0,5.0
broccoli,fresh parsley leaf,0,0,1.0
broccoli,fresh thyme leave,0,0,0.0
broccoli,frosting,0,0,0.0
broccoli,frozen whipped topping,0,0,0.0
broccoli,fruit,0,0,0.0
broccoli,garlic,0,0,182.0
broccoli,garlic powder,0,0,99.0
broccoli,gelatin,0,0,0.0
broccoli,ghee,0,0,0.0
broccoli,ginger,0,0,87.0
broccoli,gingerroot,0,0,16.0
broccoli,gorgonzola,0,0,5.0
broccoli,graham cracker crumbs,0,0,0.0
broccoli,granular,0,0,3.0
broccoli,granules,0,0,4.0
broccoli,grapes,0,0,6.0
broccoli,gravy,0,0,2.0
broccoli,green food coloring,0,0,0.0
broccoli,greens,0,0,1.0
broccoli,grenadine,0,0,0.0
broccoli,guacamole,0,0,0.0
broccoli,gum,0,0,2.0
broccoli,half-and-half,0,0,37.0
broccoli,half-and-half cream,0,0,9.0
broccoli,halves,0,0,17.0
broccoli,ham,0,0,64.0
broccoli,hamburger,0,0,2.0
broccoli,hazelnuts,0,0,1.0
broccoli,heavy cream,0,0,36.0
broccoli,heavy whipping cream,0,0,7.0
broccoli,herbs,0,0,3.0
broccoli,hoisin sauce,0,0,9.0
broccoli,honey,0,0,28.0
broccoli,horseradish,0,0,5.0
broccoli,hot pepper sauce,0,0,8.0
broccoli,hot sauce,0,0,14.0
broccoli,ice,0,0,0.0
broccoli,ice cube,0,0,0.0
broccoli,italian dressing,0,0,7.0
broccoli,italian salad dressing,0,0,2.0
broccoli,italian seasoning,0,0,20.0
broccoli,jalapeno,0,0,5.0
broccoli,jam,0,0,2.0
broccoli,jelly,0,0,1.0
broccoli,juice,0,0,15.0
broccoli,kahlua,0,0,0.0
broccoli,kale,0,0,1.0
broccoli,ketchup,0,0,4.0
broccoli,kielbasa,0,0,4.0
broccoli,krispies,0,0,0.0
broccoli,lamb,0,0,1.0
broccoli,lard,0,0,0.0
broccoli,leek,0,0,16.0
broccoli,lemon,0,0,48.0
broccoli,lemon extract,0,0,0.0
broccoli,lemon juice,0,0,105.0
broccoli,lemon peel,0,0,3.0
broccoli,lemon rind,0,0,0.0
broccoli,lemon slice,0,0,2.0
broccoli,lemongrass,0,0,1.0
broccoli,lentils,0,0,4.0
broccoli,lettuce,0,0,19.0
broccoli,lettuce leaf,0,0,2.0
broccoli,light cream,0,0,12.0
broccoli,light sour cream,0,0,3.0
broccoli,light soy sauce,0,0,11.0
broccoli,lime,0,0,7.0
broccoli,lime juice,0,0,11.0
broccoli,linguine,0,0,15.0
broccoli,liqueur,0,0,0.0
broccoli,liquid smoke,0,0,0.0
broccoli,loin,0,0,0.0
broccoli,low sodium soy sauce,0,0,20.0
broccoli,low-fat sour cream,0,0,1.0
broccoli,macaroni,0,0,19.0
broccoli,mace,0,0,2.0
broccoli,mango,0,0,1.0
broccoli,mangoes,0,0,0.0
broccoli,margarine,0,0,46.0
broccoli,marinara sauce,0,0,4.0
broccoli,marinated artichoke hearts,0,0,3.0
broccoli,marjoram,0,0,6.0
broccoli,marmalade,0,0,2.0
broccoli,marnier,0,0,0.0
broccoli,marshmallows,0,0,0.0
broccoli,masala,0,0,2.0
broccoli,mayonnaise,0,0,208.0
broccoli,meat,0,0,2.0
broccoli,milk,0,0,397.0
broccoli,mint,0,0,1.0
broccoli,mint leaf,0,0,0.0
broccoli,mirin,0,0,2.0
broccoli,molasses,0,0,0.0
broccoli,mushroom,0,0,177.0
broccoli,mustard,0,0,100.0
broccoli,mustard powder,0,0,8.0
broccoli,nectar,0,0,0.0
broccoli,nonfat dry milk powder,0,0,0.0
broccoli,nonfat sour cream,0,0,1.0
broccoli,nonstick cooking spray,0,0,4.0
broccoli,noodles,0,0,87.0
broccoli,nutmeg,0,0,52.0
broccoli,nuts,0,0,25.0
broccoli,oatmeal,0,0,2.0
broccoli,oats,0,0,1.0
broccoli,oil,0,0,571.0
broccoli,okra,0,0,0.0
broccoli,old bay seasoning,0,0,1.0
broccoli,olive,0,0,37.0
broccoli,onion,0,0,753.0
broccoli,onion powder,0,0,16.0
broccoli,onion soup mix,0,0,5.0
broccoli,orange,0,0,3.0
broccoli,orange juice,0,0,14.0
broccoli,orange peel,0,0,0.0
broccoli,orange rind,0,0,1.0
broccoli,oregano,0,0,68.0
broccoli,oregano leaf,0,0,0.0
broccoli,oyster sauce,0,0,21.0
broccoli,pancetta,0,0,2.0
broccoli,paprika,0,0,51.0
broccoli,parsley,0,0,84.0
broccoli,parsley flakes,0,0,2.0
broccoli,parsnips,0,0,3.0
broccoli,pasta,0,0,151.0
broccoli,pasta sauce,0,0,9.0
broccoli,paste,0,0,25.0
broccoli,pastry,0,0,3.0
broccoli,pea,0,0,59.0
broccoli,peaches,0,0,0.0
broccoli,peanuts,0,0,9.0
broccoli,pear,0,0,3.0
broccoli,pecans,0,0,9.0
broccoli,pectin,0,0,0.0
broccoli,penne,0,0,11.0
broccoli,pepper,0,0,865.0
broccoli,peppercorn,0,0,0.0
broccoli,peppercorns,0,0,1.0
broccoli,pepperoni,0,0,4.0
broccoli,pesto sauce,0,0,3.0
broccoli,pickle,0,0,0.0
broccoli,pie crust,0,0,5.0
broccoli,pimiento,0,0,5.0
broccoli,pineapple,0,0,0.0
broccoli,pineapple juice,0,0,1.0
broccoli,pistachios,0,0,0.0
broccoli,pizza sauce,0,0,3.0
broccoli,pods,0,0,4.0
broccoli,popcorn,0,0,0.0
broccoli,pork,0,0,4.0
broccoli,potato,0,0,131.0
broccoli,poultry seasoning,0,0,8.0
broccoli,prawns,0,0,1.0
broccoli,preserves,0,0,0.0
broccoli,prosciutto,0,0,4.0
broccoli,pudding,0,0,0.0
broccoli,pumpkin,0,0,0.0
broccoli,pure vanilla extract,0,0,0.0
broccoli,puree,0,0,1.0
broccoli,quinoa,0,0,6.0
broccoli,radish,0,0,4.0
broccoli,raisin,0,0,57.0
broccoli,ranch dressing,0,0,8.0
broccoli,raspberries,0,0,0.0
broccoli,red chili powder,0,0,0.0
broccoli,red food coloring,0,0,0.0
broccoli,red pepper flakes,0,0,38.0
broccoli,reduced sodium soy sauce,0,0,4.0
broccoli,refrigerated crescent dinner rolls,0,0,8.0
broccoli,relish,0,0,0.0
broccoli,rhubarb,0,0,0.0
broccoli,rib,0,0,19.0
broccoli,rice,0,0,137.0
broccoli,rind,0,0,2.0
broccoli,rosemary,0,0,19.0
broccoli,round,0,0,0.0
broccoli,rum,0,0,0.0
broccoli,saffron,0,0,0.0
broccoli,sage,0,0,6.0
broccoli,salami,0,0,3.0
broccoli,salmon,0,0,10.0
broccoli,salsa,0,0,7.0
broccoli,salt,0,0,580.0
broccoli,sauerkraut,0,0,0.0
broccoli,sausage,0,0,23.0
broccoli,scallion,0,0,30.0
broccoli,scallops,0,0,3.0
broccoli,schnapps,0,0,0.0
broccoli,seasoned bread crumbs,0,0,8.0
broccoli,seasoning,0,0,4.0
broccoli,sec,0,0,0.0
broccoli,seed,0,0,97.0
broccoli,shallot,0,0,24.0
broccoli,shell,0,0,19.0
broccoli,sherry,0,0,17.0
broccoli,shortening,0,0,0.0
broccoli,shoulder,0,0,0.0
broccoli,shrimp,0,0,25.0
broccoli,sirloin,0,0,3.0
broccoli,skewers,0,0,0.0
broccoli,skinless chicken breast,0,0,3.0
broccoli,soda,0,0,3.0
broccoli,sour cream,0,0,83.0
broccoli,soy sauce,0,0,131.0
broccoli,soymilk,0,0,6.0
broccoli,spaghetti,0,0,24.0
broccoli,spaghetti sauce,0,0,3.0
broccoli,spears,0,0,4.0
broccoli,spice,0,0,4.0
broccoli,spinach,0,0,40.0
broccoli,spinach leaf,0,0,2.0
broccoli,splenda sugar substitute,0,0,5.0
broccoli,spread,0,0,8.0
broccoli,sprig,0,0,0.0
broccoli,sprinkles,0,0,0.0
broccoli,sprout,0,0,9.0
broccoli,starch,0,0,0.0
broccoli,steak,0,0,25.0
broccoli,stick,0,0,2.0
broccoli,strawberry,0,0,0.0
broccoli,sugar,0,0,197.0
broccoli,sweetener,0,0,0.0
broccoli,syrup,0,0,1.0
broccoli,tabasco sauce,0,0,16.0
broccoli,taco seasoning,0,0,0.0
broccoli,taco seasoning mix,0,0,0.0
broccoli,tahini,0,0,0.0
broccoli,tarragon,0,0,15.0
broccoli,tartar,0,0,0.0
broccoli,tea,0,0,0.0
broccoli,tenderloin,0,0,6.0
broccoli,tenders,0,0,2.0
broccoli,tequila,0,0,0.0
broccoli,teriyaki sauce,0,0,10.0
broccoli,thighs,0,0,4.0
broccoli,thyme,0,0,60.0
broccoli,tofu,0,0,26.0
broccoli,tomato,0,0,162.0
broccoli,tomato juice,0,0,1.0
broccoli,tomato sauce,0,0,13.0
broccoli,tomato soup,0,0,1.0
broccoli,tortellini,0,0,11.0
broccoli,tortillas,0,0,9.0
broccoli,tuna,0,0,9.0
broccoli,turkey,0,0,16.0
broccoli,turmeric,0,0,12.0
broccoli,turmeric powder,0,0,0.0
broccoli,unsweetened cocoa powder,0,0,0.0
broccoli,vanilla,0,0,1.0
broccoli,vanilla essence,0,0,0.0
broccoli,vanilla extract,0,0,0.0
broccoli,vanilla ice cream,0,0,0.0
broccoli,vanilla instant pudding mix,0,0,0.0
broccoli,vegetable oil cooking spray,0,0,5.0
broccoli,vegetable shortening,0,0,0.0
broccoli,vegetable stock,0,0,16.0
broccoli,vegetables,0,0,4.0
broccoli,vermouth,0,0,0.0
broccoli,vinegar,0,0,204.0
broccoli,vodka,0,0,1.0
broccoli,wafers,0,0,0.0
broccoli,walnuts,0,0,28.0
broccoli,water,0,0,215.0
broccoli,watermelon,0,0,0.0
broccoli,wedge,0,0,4.0
broccoli,weed,0,0,11.0
broccoli,wheat germ,0,0,0.0
broccoli,whip,0,0,12.0
broccoli,whipped cream,0,0,0.0
broccoli,whipped topping,0,0,1.0
broccoli,whipping cream,0,0,13.0
broccoli,whiskey,0,0,0.0
broccoli,white cake mix,0,0,0.0
broccoli,wine,0,0,60.0
broccoli,wings,0,0,0.0
broccoli,worcestershire sauce,0,0,24.0
broccoli,wrappers,0,0,0.0
broccoli,yeast,0,0,4.0
broccoli,yellow cake mix,0,0,0.0
broccoli,yellow squash,0,0,13.0
broccoli,yogurt,0,0,20.0
broccoli,yolk,0,0,9.0
broccoli,zest,0,0,40.0
broccoli,zucchini,0,0,54.0
broth,browns,0,0,15.0
broth,buns,0,0,16.0
broth,butter,0,0,2869.0
broth,buttermilk,0,0,38.0
broth,butternut squash,0,0,141.0
broth,cabbage,0,0,251.0
broth,cacao,0,0,0.0
broth,cajun seasoning,0,0,53.0
broth,cake,0,0,0.0
broth,candies,0,0,0.0
broth,capers,0,0,87.0
broth,capsicum,0,0,2.0
broth,cardamom,0,0,35.0
broth,carrot,0,0,1863.0
broth,cashews,0,0,59.0
broth,catsup,0,0,13.0
broth,cauliflower,0,0,98.0
broth,cayenne,0,0,109.0
broth,celery,0,0,1119.0
broth,cereal,0,0,2.0
broth,cheese,0,0,2385.0
broth,cherry,0,0,21.0
broth,chestnuts,0,0,57.0
broth,chicken,0,0,684.0
broth,chicken bouillon cube,0,0,37.0
broth,chicken breast,0,0,349.0
broth,chicken pieces,0,0,31.0
broth,chicken stock,0,0,6.0
broth,chickpeas,0,0,97.0
broth,chile,0,0,84.0
broth,chili,0,0,372.0
broth,chili powder,0,0,464.0
broth,chili sauce,0,0,21.0
broth,chip,0,0,80.0
broth,chives,0,0,168.0
broth,chocolate,0,0,15.0
broth,chops,0,0,173.0
broth,choy,0,0,41.0
broth,chuck,0,0,43.0
broth,chunks,0,0,22.0
broth,chutney,0,0,19.0
broth,cider,0,0,30.0
broth,cilantro,0,0,549.0
broth,cilantro leaf,0,0,27.0
broth,cinnamon,0,0,268.0
broth,clams,0,0,22.0
broth,clove,0,0,3091.0
broth,cocoa,0,0,8.0
broth,cocoa powder,0,0,5.0
broth,coconut,0,0,27.0
broth,coffee,0,0,7.0
broth,concentrate,0,0,13.0
broth,condensed cream of chicken soup,0,0,28.0
broth,condensed cream of mushroom soup,0,0,24.0
broth,cooked chicken breast,0,0,63.0
broth,cookies,0,0,1.0
broth,cooking spray,0,0,105.0
broth,coriander,0,0,196.0
broth,coriander leaf,0,0,4.0
broth,coriander powder,0,0,6.0
broth,corn,0,0,505.0
broth,corn flakes,0,0,8.0
broth,cornflour,0,0,5.0
broth,cornmeal,0,0,58.0
broth,cornstarch,0,0,783.0
broth,couscous,0,0,160.0
broth,crabmeat,0,0,52.0
broth,cracker,0,0,29.0
broth,cranberries,0,0,46.0
broth,cranberry juice,0,0,1.0
broth,cream,0,0,81.0
broth,cream of celery soup,0,0,17.0
broth,cream of chicken soup,0,0,135.0
broth,cream of mushroom soup,0,0,92.0
broth,creamer,0,0,2.0
broth,creole seasoning,0,0,31.0
broth,crisco,0,0,2.0
broth,crumb,0,0,12.0
broth,crushed red pepper flakes,0,0,291.0
broth,cucumber,0,0,59.0
broth,cumin,0,0,915.0
broth,cumin powder,0,0,12.0
broth,currants,0,0,14.0
broth,curry powder,0,0,327.0
broth,dates,0,0,10.0
broth,dill,0,0,110.0
broth,dogs,0,0,0.0
broth,dough,0,0,19.0
broth,dried italian seasoning,0,0,17.0
broth,dried onion flakes,0,0,24.0
broth,dried oregano leaf,0,0,25.0
broth,dried parsley flakes,0,0,45.0
broth,dried thyme leaf,0,0,52.0
broth,dry onion soup mix,0,0,10.0
broth,egg,0,0,513.0
broth,egg substitute,0,0,4.0
broth,egg white,0,0,56.0
broth,eggplant,0,0,69.0
broth,enchilada sauce,0,0,12.0
broth,espresso,0,0,0.0
broth,fat,0,0,9.0
broth,fat free sour cream,0,0,28.0
broth,feta,0,0,11.0
broth,fettuccine,0,0,54.0
broth,fillet,0,0,95.0
broth,filling,0,0,0.0
broth,fish sauce,0,0,63.0
broth,floret,0,0,176.0
broth,flour,0,0,2035.0
broth,fraiche,0,0,17.0
broth,fresh basil leaf,0,0,62.0
broth,fresh cilantro leaf,0,0,38.0
broth,fresh lemon juice,0,0,238.0
broth,fresh lemon rind,0,0,15.0
broth,fresh lime juice,0,0,85.0
broth,fresh mint leaf,0,0,26.0
broth,fresh orange juice,0,0,13.0
broth,fresh parsley leaf,0,0,33.0
broth,fresh thyme leave,0,0,24.0
broth,frosting,0,0,0.0
broth,frozen whipped topping,0,0,0.0
broth,fruit,0,0,3.0
broth,garlic,0,0,1446.0
broth,garlic powder,0,0,517.0
broth,gelatin,0,0,6.0
broth,ghee,0,0,7.0
broth,ginger,0,0,592.0
broth,gingerroot,0,0,109.0
broth,gorgonzola,0,0,24.0
broth,graham cracker crumbs,0,0,0.0
broth,granular,0,0,2.0
broth,granules,0,0,24.0
broth,grapes,0,0,7.0
broth,gravy,0,0,15.0
broth,green food coloring,0,0,0.0
broth,greens,0,0,37.0
broth,grenadine,0,0,0.0
broth,guacamole,0,0,6.0
broth,gum,0,0,2.0
broth,half-and-half,0,0,252.0
broth,half-and-half cream,0,0,60.0
broth,halves,0,0,309.0
broth,ham,0,0,189.0
broth,hamburger,0,0,17.0
broth,hazelnuts,0,0,0.0
broth,heavy cream,0,0,352.0
broth,heavy whipping cream,0,0,41.0
broth,herbs,0,0,36.0
broth,hoisin sauce,0,0,32.0
broth,honey,0,0,164.0
broth,horseradish,0,0,14.0
broth,hot pepper sauce,0,0,72.0
broth,hot sauce,0,0,109.0
broth,ice,0,0,4.0
broth,ice cube,0,0,1.0
broth,italian dressing,0,0,9.0
broth,italian salad dressing,0,0,7.0
broth,italian seasoning,0,0,134.0
broth,jalapeno,0,0,112.0
broth,jam,0,0,7.0
broth,jelly,0,0,13.0
broth,juice,0,0,137.0
broth,kahlua,0,0,3.0
broth,kale,0,0,69.0
broth,ketchup,0,0,106.0
broth,kielbasa,0,0,73.0
broth,krispies,0,0,1.0
broth,lamb,0,0,46.0
broth,lard,0,0,7.0
broth,leek,0,0,259.0
broth,lemon,0,0,290.0
broth,lemon extract,0,0,1.0
broth,lemon juice,0,0,473.0
broth,lemon peel,0,0,47.0
broth,lemon rind,0,0,18.0
broth,lemon slice,0,0,20.0
broth,lemongrass,0,0,30.0
broth,lentils,0,0,182.0
broth,lettuce,0,0,32.0
broth,lettuce leaf,0,0,5.0
broth,light cream,0,0,67.0
broth,light sour cream,0,0,18.0
broth,light soy sauce,0,0,37.0
broth,lime,0,0,110.0
broth,lime juice,0,0,107.0
broth,linguine,0,0,78.0
broth,liqueur,0,0,1.0
broth,liquid smoke,0,0,20.0
broth,loin,0,0,41.0
broth,low sodium soy sauce,0,0,76.0
broth,low-fat sour cream,0,0,28.0
broth,macaroni,0,0,83.0
broth,mace,0,0,14.0
broth,mango,0,0,11.0
broth,mangoes,0,0,5.0
broth,margarine,0,0,184.0
broth,marinara sauce,0,0,9.0
broth,marinated artichoke hearts,0,0,12.0
broth,marjoram,0,0,135.0
broth,marmalade,0,0,11.0
broth,marnier,0,0,2.0
broth,marshmallows,0,0,0.0
broth,masala,0,0,25.0
broth,mayonnaise,0,0,45.0
broth,meat,0,0,149.0
broth,milk,0,0,1033.0
broth,mint,0,0,67.0
broth,mint leaf,0,0,5.0
broth,mirin,0,0,11.0
broth,molasses,0,0,24.0
broth,mushroom,0,0,1367.0
broth,mustard,0,0,425.0
broth,mustard powder,0,0,15.0
broth,nectar,0,0,13.0
broth,nonfat dry milk powder,0,0,4.0
broth,nonfat sour cream,0,0,30.0
broth,nonstick cooking spray,0,0,26.0
broth,noodles,0,0,348.0
broth,nutmeg,0,0,302.0
broth,nuts,0,0,100.0
broth,oatmeal,0,0,5.0
broth,oats,0,0,12.0
broth,oil,0,0,4333.0
broth,okra,0,0,24.0
broth,old bay seasoning,0,0,21.0
broth,olive,0,0,179.0
broth,onion,0,0,5984.0
broth,onion powder,0,0,147.0
broth,onion soup mix,0,0,25.0
broth,orange,0,0,34.0
broth,orange juice,0,0,86.0
broth,orange peel,0,0,9.0
broth,orange rind,0,0,6.0
broth,oregano,0,0,797.0
broth,oregano leaf,0,0,22.0
broth,oyster sauce,0,0,42.0
broth,pancetta,0,0,18.0
broth,paprika,0,0,498.0
broth,parsley,0,0,1477.0
broth,parsley flakes,0,0,32.0
broth,parsnips,0,0,34.0
broth,pasta,0,0,568.0
broth,pasta sauce,0,0,4.0
broth,paste,0,0,543.0
broth,pastry,0,0,14.0
broth,pea,0,0,533.0
broth,peaches,0,0,9.0
broth,peanuts,0,0,57.0
broth,pear,0,0,19.0
broth,pecans,0,0,46.0
broth,pectin,0,0,0.0
broth,penne,0,0,43.0
broth,pepper,0,0,6438.0
broth,peppercorn,0,0,19.0
broth,peppercorns,0,0,45.0
broth,pepperoni,0,0,11.0
broth,pesto sauce,0,0,20.0
broth,pickle,0,0,17.0
broth,pie crust,0,0,14.0
broth,pimiento,0,0,27.0
broth,pineapple,0,0,18.0
broth,pineapple juice,0,0,8.0
broth,pistachios,0,0,13.0
broth,pizza sauce,0,0,3.0
broth,pods,0,0,26.0
broth,popcorn,0,0,2.0
broth,pork,0,0,108.0
broth,potato,0,0,1380.0
broth,poultry seasoning,0,0,115.0
broth,prawns,0,0,7.0
broth,preserves,0,0,15.0
broth,prosciutto,0,0,47.0
broth,pudding,0,0,0.0
broth,pumpkin,0,0,61.0
broth,pure vanilla extract,0,0,3.0
broth,puree,0,0,82.0
broth,quinoa,0,0,70.0
broth,radish,0,0,13.0
broth,raisin,0,0,134.0
broth,ranch dressing,0,0,6.0
broth,raspberries,0,0,1.0
broth,red chili powder,0,0,10.0
broth,red food coloring,0,0,0.0
broth,red pepper flakes,0,0,235.0
broth,reduced sodium soy sauce,0,0,43.0
broth,refrigerated crescent dinner rolls,0,0,2.0
broth,relish,0,0,2.0
broth,rhubarb,0,0,0.0
broth,rib,0,0,386.0
broth,rice,0,0,1453.0
broth,rind,0,0,17.0
broth,rosemary,0,0,377.0
broth,round,0,0,25.0
broth,rum,0,0,9.0
broth,saffron,0,0,49.0
broth,sage,0,0,250.0
broth,salami,0,0,2.0
broth,salmon,0,0,26.0
broth,salsa,0,0,160.0
broth,salt,0,0,4255.0
broth,sauerkraut,0,0,38.0
broth,sausage,0,0,412.0
broth,scallion,0,0,261.0
broth,scallops,0,0,39.0
broth,schnapps,0,0,0.0
broth,seasoned bread crumbs,0,0,9.0
broth,seasoning,0,0,24.0
broth,sec,0,0,0.0
broth,seed,0,0,308.0
broth,shallot,0,0,413.0
broth,shell,0,0,28.0
broth,sherry,0,0,183.0
broth,shortening,0,0,21.0
broth,shoulder,0,0,37.0
broth,shrimp,0,0,290.0
broth,sirloin,0,0,47.0
broth,skewers,0,0,2.0
broth,skinless chicken breast,0,0,29.0
broth,soda,0,0,26.0
broth,sour cream,0,0,486.0
broth,soy sauce,0,0,468.0
broth,soymilk,0,0,21.0
broth,spaghetti,0,0,105.0
broth,spaghetti sauce,0,0,22.0
broth,spears,0,0,34.0
broth,spice,0,0,26.0
broth,spinach,0,0,377.0
broth,spinach leaf,0,0,31.0
broth,splenda sugar substitute,0,0,14.0
broth,spread,0,0,14.0
broth,sprig,0,0,61.0
broth,sprinkles,0,0,0.0
broth,sprout,0,0,78.0
broth,starch,0,0,7.0
broth,steak,0,0,316.0
broth,stick,0,0,41.0
broth,strawberry,0,0,3.0
